0	1399	1
0	1493	1
0	1609	1
0	2094	1
0	2541	1
0	2543	1
0	2606	1
0	3191	1
0	3476	1
0	3507	1
0	4101	1
0	4637	1
0	5287	1
1	148	1
1	1399	1
1	1467	1
1	1493	1
1	1545	1
1	1609	1
1	2094	1
1	3264	1
1	3375	1
1	3560	1
1	4447	1
1	4801	1
1	5287	1
2	108	1
2	148	1
2	517	1
2	1493	1
2	1514	1
2	1545	1
2	1609	1
2	1999	1
2	2094	1
2	2907	1
2	3375	1
2	4447	1
2	5256	1
3	108	1
3	773	1
3	1493	1
3	1609	1
3	2094	1
3	2541	1
3	2619	1
3	3264	1
3	4801	1
4	1154	1
4	1279	1
4	1390	1
4	1467	1
4	1493	1
4	1562	1
4	1706	1
4	2094	1
4	2543	1
4	2606	1
4	2907	1
4	3191	1
4	3264	1
4	3375	1
4	3507	1
4	4101	1
5	67	1
5	108	1
5	1373	1
5	1493	1
5	1609	1
5	2064	1
5	2100	1
5	2619	1
5	2985	1
5	3968	1
5	4144	1
5	4447	1
5	4559	1
5	4801	1
5	5287	1
5	5484	1
6	148	1
6	1279	1
6	1493	1
6	2055	1
6	2094	1
6	2606	1
6	2775	1
6	3191	1
6	3264	1
6	3476	1
6	3507	1
6	3560	1
6	3605	1
6	3967	1
6	4101	1
6	4338	1
6	5256	1
7	108	1
7	1279	1
7	1493	1
7	1514	1
7	1706	1
7	2619	1
7	3507	1
7	3567	1
7	3967	1
7	4447	1
8	1493	1
8	1999	1
8	2055	1
8	2094	1
8	3191	1
8	3264	1
8	3410	1
8	3476	1
8	3560	1
8	4338	1
8	4431	1
9	108	1
9	1493	1
9	1609	1
9	2094	1
9	2619	1
9	3264	1
9	5343	1
10	67	1
10	114	1
10	148	1
10	1110	1
10	1493	1
10	2076	1
10	2094	1
10	2543	1
10	2907	1
10	3476	1
10	3507	1
10	4101	1
10	4431	1
10	4447	1
10	5608	1
11	67	1
11	1399	1
11	1493	1
11	2094	1
11	2606	1
11	3264	1
11	3476	1
11	3605	1
11	3967	1
12	1493	1
12	2094	1
12	2543	1
12	2619	1
12	2775	1
12	3264	1
12	3476	1
12	3967	1
12	4447	1
13	1493	1
13	2094	1
13	2619	1
13	2896	1
13	3264	1
13	3476	1
13	5258	1
14	259	1
14	2076	1
14	2094	1
14	2775	1
14	3191	1
14	4101	1
14	4447	1
15	67	1
15	1154	1
15	1493	1
15	1832	1
15	2094	1
15	2619	1
15	2851	1
15	3325	1
15	3476	1
15	4447	1
16	72	1
16	148	1
16	1493	1
16	1562	1
16	1937	1
16	2076	1
16	2094	1
16	2619	1
16	2775	1
16	3507	1
16	3567	1
16	4101	1
16	4338	1
16	4447	1
17	67	1
17	1493	1
17	1609	1
17	1999	1
17	3735	1
17	3967	1
17	3968	1
17	5287	1
18	1493	1
18	2094	1
18	2100	1
18	2606	1
18	2619	1
18	3191	1
18	3264	1
18	3476	1
18	3507	1
18	4559	1
19	67	1
19	72	1
19	1493	1
19	1609	1
19	2045	1
19	2094	1
19	2775	1
19	2851	1
19	3264	1
19	3507	1
19	5256	1
19	5287	1
20	1493	1
20	2045	1
20	2076	1
20	2094	1
20	2541	1
20	2606	1
20	3264	1
20	3375	1
20	3476	1
21	108	1
21	1493	1
21	1609	1
21	2094	1
21	2619	1
21	3692	1
21	3735	1
21	5258	1
21	5287	1
22	1467	1
22	1493	1
22	1562	1
22	2100	1
22	2619	1
22	2831	1
22	3191	1
22	3264	1
22	3967	1
22	5343	1
22	5608	1
23	148	1
23	1493	1
23	2619	1
23	3375	1
23	4637	1
23	5484	1
24	1154	1
24	1467	1
24	1972	1
24	2076	1
24	2094	1
24	2606	1
24	2619	1
24	3191	1
24	3264	1
24	3560	1
24	4431	1
24	4801	1
24	5295	1
24	5343	1
25	1493	1
25	2055	1
25	2094	1
25	2831	1
25	3191	1
25	3264	1
25	3476	1
25	4101	1
25	5287	1
26	108	1
26	1493	1
26	1609	1
26	1832	1
26	2094	1
26	2619	1
26	2896	1
26	2985	1
26	3665	1
26	3968	1
26	4637	1
26	5287	1
27	1493	1
27	2094	1
27	2543	1
27	2775	1
27	2907	1
27	3191	1
27	3325	1
27	3476	1
27	4101	1
28	1279	1
28	1493	1
28	1937	1
28	2055	1
28	2094	1
28	2606	1
28	2619	1
28	2831	1
28	3264	1
28	3410	1
28	3560	1
28	5258	1
29	67	1
29	108	1
29	1373	1
29	1390	1
29	1493	1
29	2189	1
29	3605	1
29	3741	1
29	4101	1
29	4338	1
29	4447	1
30	108	1
30	148	1
30	1399	1
30	1493	1
30	1609	1
30	2094	1
30	2619	1
30	3735	1
30	5287	1
30	5440	1
31	108	1
31	1390	1
31	1493	1
31	2094	1
31	2498	1
31	2831	1
31	2907	1
31	3191	1
31	3264	1
31	3968	1
31	5295	1
31	5459	1
32	108	1
32	148	1
32	1154	1
32	1493	1
32	2094	1
32	2831	1
32	3191	1
32	3507	1
32	4101	1
32	4447	1
32	5608	1
33	675	1
33	1493	1
33	1999	1
33	2094	1
33	2775	1
33	3264	1
33	3325	1
33	3735	1
33	3741	1
34	67	1
34	114	1
34	822	1
34	1154	1
34	1390	1
34	1493	1
34	1609	1
34	1706	1
34	2045	1
34	2396	1
34	2531	1
34	2543	1
34	2606	1
34	2619	1
34	2831	1
34	2851	1
34	2907	1
34	2985	2
34	3264	1
34	3325	1
34	3476	1
34	3692	1
34	3735	1
34	4081	1
34	4745	1
34	5256	1
34	5287	1
34	5295	1
34	5343	1
35	148	1
35	1279	1
35	1493	1
35	2064	1
35	2094	1
35	2619	1
35	3191	1
35	3264	1
35	4447	1
36	108	1
36	148	1
36	2619	1
36	4447	1
36	4637	1
36	5287	1
37	108	1
37	148	1
37	1493	1
37	1609	1
37	2094	1
38	148	1
38	1390	1
38	1493	1
38	2094	1
38	2619	1
38	3474	1
38	3476	1
38	3507	1
38	3735	1
38	4144	1
39	108	1
39	1493	1
39	1562	1
39	2094	1
39	2189	1
39	2606	1
39	3264	1
40	259	1
40	1390	1
40	1493	1
40	2094	1
40	2907	1
40	3264	1
40	3476	1
40	3605	1
41	1279	1
41	1390	1
41	1467	1
41	1493	1
41	1545	1
41	2094	1
41	2541	1
41	3264	1
41	3325	1
41	4101	1
41	5258	1
41	5343	1
42	1279	1
42	1514	1
42	1609	1
42	2094	1
42	2498	1
42	3191	1
42	3264	1
42	3375	1
42	3665	1
42	3967	1
42	4338	1
42	4447	1
42	4637	1
42	5343	1
42	5459	1
43	37	1
43	148	1
43	1154	1
43	1493	1
43	2076	1
43	2094	1
43	3264	1
43	3474	1
43	4101	1
43	4338	1
43	4559	1
43	5608	1
44	259	1
44	517	1
44	1390	1
44	1493	1
44	2055	1
44	2076	1
44	2094	1
44	2606	1
44	3191	1
44	3264	1
44	3375	1
44	3967	1
45	675	1
45	1390	1
45	1493	1
45	1832	1
45	1999	1
45	2055	1
45	2094	1
45	2619	1
45	2851	1
45	2985	1
45	3264	1
45	3605	1
45	3741	1
45	5256	1
46	1279	1
46	1493	1
46	1609	1
46	2094	1
46	2851	1
46	2896	1
46	3264	1
46	3996	1
46	4144	1
46	4447	1
47	259	1
47	1390	1
47	1493	1
47	2094	1
47	2543	1
47	2775	1
47	2831	1
47	3264	1
47	3375	1
47	3474	1
47	3665	1
47	4101	1
47	4447	1
47	5343	1
48	67	1
48	1467	1
48	1493	1
48	1832	1
48	2076	1
48	2094	1
48	2831	1
48	3264	1
48	3375	1
48	3735	1
48	3967	1
48	4431	1
48	4637	1
48	5440	1
48	5484	1
49	108	1
49	517	1
49	1493	1
49	2045	1
49	2076	1
49	2094	1
49	3264	1
49	3507	1
49	3735	1
49	3968	1
49	5287	1
49	5440	1
50	108	1
50	148	1
50	1493	1
50	1609	1
50	2094	1
50	3191	1
50	3264	1
50	3375	1
50	3476	1
50	3605	1
50	3967	1
50	5287	1
51	675	1
51	1279	1
51	1493	1
51	1832	1
51	1972	1
51	2094	1
51	2541	1
51	3191	1
51	3264	1
51	3375	1
51	3476	1
51	3967	1
52	1390	1
52	1467	1
52	1493	1
52	2094	1
52	2606	1
52	3264	1
52	3476	1
52	4101	1
52	4447	1
53	1493	1
53	2094	1
53	3264	1
53	3325	1
53	4101	1
53	5295	1
54	1493	1
54	1545	1
54	2055	1
54	2076	1
54	2094	1
54	2606	1
54	2831	1
54	3191	1
54	3264	1
54	3325	1
54	3476	1
54	4637	1
54	5295	1
54	5440	1
55	675	1
55	1390	1
55	1467	1
55	1493	1
55	2094	1
55	2831	1
55	3191	1
55	3264	1
55	4101	1
55	4338	1
55	4447	1
55	4637	1
55	5258	1
56	1373	1
56	1514	1
56	1609	1
56	1999	1
56	2064	1
56	2619	1
56	2985	1
56	4637	1
56	4745	1
56	5256	1
56	5287	1
56	5608	1
57	108	1
57	114	1
57	1493	1
57	1972	1
57	2055	1
57	2094	1
57	2831	1
57	3264	1
57	3507	1
57	4559	1
57	5256	1
57	5287	1
57	5295	1
57	5459	1
58	1279	1
58	1390	1
58	1493	1
58	1562	1
58	1972	1
58	2094	1
58	2619	1
58	2831	1
58	3191	1
58	3264	1
58	3507	1
58	4101	1
58	4801	1
58	5256	1
59	1373	1
59	1390	1
59	1493	1
59	1972	1
59	2094	1
59	2189	1
59	2606	1
59	2619	1
59	2896	1
59	3191	1
59	3264	1
59	4101	1
60	1154	1
60	1373	1
60	1399	1
60	1545	1
60	1562	1
60	1999	1
60	2055	1
60	2094	1
60	2100	1
60	2606	1
60	3191	1
60	3264	1
60	3476	1
60	3967	1
60	5484	1
61	108	1
61	1493	1
61	1999	1
61	2055	1
61	2094	1
61	2775	1
61	3264	1
61	3476	1
61	3560	1
61	5256	1
61	5343	1
62	108	1
62	148	1
62	1493	1
62	2541	1
62	2619	1
62	3665	1
62	5287	1
63	148	1
63	1390	1
63	1493	1
63	2076	1
63	2775	1
63	3264	1
63	3476	1
63	3560	1
64	1493	1
64	1609	1
64	2094	1
64	2907	1
64	3476	1
64	3507	1
64	4101	1
65	1154	1
65	1493	1
65	2055	1
65	2094	1
65	2831	1
65	3264	1
65	3476	1
65	4447	1
66	148	1
66	1493	1
66	1937	1
66	2094	1
66	2100	1
66	2619	1
66	2775	1
66	3191	1
66	3264	1
66	3476	1
66	4338	1
66	4447	1
66	5295	1
66	5343	1
67	108	1
67	1373	1
67	1493	1
67	1562	1
67	1609	1
67	2094	1
67	2619	1
67	3264	1
67	4338	1
67	4447	1
67	5287	1
67	5343	1
68	108	1
68	148	1
68	1279	1
68	1390	1
68	1493	1
68	1999	1
68	2094	1
68	2606	1
68	2896	1
68	3264	1
69	259	1
69	675	1
69	684	1
69	773	1
69	1110	1
69	1154	1
69	1279	1
69	1493	1
69	1609	1
69	1706	1
69	1832	1
69	1937	1
69	1972	1
69	1999	1
69	2042	1
69	2064	1
69	2094	1
69	2396	1
69	2606	1
69	2985	2
69	3191	1
69	3476	1
69	3507	1
69	3560	1
69	3605	1
69	3692	1
69	3735	1
69	3967	1
69	3968	1
69	4081	1
69	4431	1
69	4745	1
69	5287	1
69	5343	1
69	5440	1
70	67	1
70	259	1
70	1373	1
70	1493	1
70	1609	1
70	2042	1
70	2189	1
70	2619	1
70	4447	1
70	5258	1
70	5484	1
71	148	1
71	1493	1
71	1999	1
71	2094	1
71	2606	1
71	3264	1
71	3375	1
71	3507	1
71	4447	1
72	37	1
72	67	1
72	108	1
72	1609	1
72	2064	1
72	2094	1
72	2100	1
72	2164	1
72	2606	1
72	2896	1
72	2985	1
72	3474	1
72	3567	1
72	3735	1
72	3967	1
72	3968	1
72	3996	1
72	4144	1
72	4447	1
72	4637	1
72	4745	1
72	5343	1
73	1493	1
73	1609	1
73	2094	1
73	2896	1
73	3264	1
73	3325	1
73	3476	1
73	4101	1
73	4431	1
73	4447	1
74	1493	1
74	1999	1
74	2076	1
74	2094	1
74	2606	1
74	3264	1
74	3375	1
74	3476	1
74	4431	1
75	148	1
75	1390	1
75	1493	1
75	2094	1
75	2831	1
75	3191	1
75	3264	1
75	3476	1
76	1110	1
76	1154	1
76	1493	1
76	1609	1
76	1937	1
76	2076	1
76	2094	1
76	2189	1
76	3191	1
76	3264	1
76	3375	1
76	3476	1
76	4101	1
76	4447	1
76	5440	1
77	259	1
77	1399	1
77	1493	1
77	1609	1
77	2541	1
77	2619	1
77	3264	1
77	4637	1
78	67	1
78	148	1
78	1279	1
78	1493	1
78	1999	1
78	2055	1
78	2094	1
78	2498	1
78	2775	1
78	3191	1
78	3264	1
78	3476	1
78	3507	1
78	4101	1
79	108	1
79	114	1
79	259	1
79	675	1
79	684	1
79	1154	1
79	1467	1
79	1514	1
79	1562	1
79	1609	1
79	1832	1
79	1937	1
79	1972	1
79	1999	1
79	2042	1
79	2045	1
79	2064	1
79	2094	1
79	2100	1
79	2164	1
79	2396	1
79	2498	1
79	2531	1
79	2606	1
79	2831	1
79	2896	1
79	2907	1
79	3191	1
79	3264	1
79	3325	1
79	3476	1
79	3507	1
79	3560	1
79	3567	1
79	3605	1
79	3665	1
79	3735	1
79	3741	1
79	4101	1
79	4144	1
79	4338	1
79	4447	1
79	4745	1
79	5256	1
79	5258	1
79	5287	1
79	5295	1
79	5343	1
79	5459	1
79	5538	1
79	5639	1
80	108	1
80	148	1
80	1493	1
80	1609	1
80	2076	1
80	2094	1
80	2619	1
80	3264	1
80	3967	1
80	4447	1
80	4637	1
80	5287	1
81	108	1
81	1493	1
81	1609	1
81	1832	1
81	2042	1
81	2094	1
81	2498	1
81	2619	1
81	2985	1
81	3476	1
81	4447	1
81	4637	1
81	5287	1
81	5343	1
81	5440	1
82	67	1
82	148	1
82	259	1
82	1110	1
82	1279	1
82	1493	1
82	1999	1
82	2094	1
82	2606	1
82	2831	1
82	2896	1
82	3191	1
82	3264	1
82	3325	1
82	3375	1
82	5484	1
83	1110	1
83	1493	1
83	2094	1
83	3476	1
83	3507	1
83	4081	1
83	4447	1
84	72	1
84	1373	1
84	1493	1
84	2094	1
84	2189	1
84	2851	1
84	3567	1
84	5258	1
85	67	1
85	1493	1
85	2775	1
85	2896	1
85	3191	1
85	3264	1
85	4101	1
85	5295	1
86	1390	1
86	1493	1
86	1562	1
86	2055	1
86	2094	1
86	2498	1
86	2907	1
86	3264	1
86	4559	1
87	108	1
87	114	1
87	1493	1
87	2094	1
87	2541	1
87	2775	1
87	3264	1
87	3325	1
87	3605	1
87	3735	1
87	4101	1
87	4447	1
88	114	1
88	675	1
88	684	1
88	773	1
88	1279	1
88	1493	1
88	1514	1
88	1609	1
88	1972	1
88	1999	1
88	2042	1
88	2396	1
88	2619	1
88	2985	2
88	3264	1
88	3375	1
88	3507	1
88	3735	1
88	3741	1
88	4447	1
88	4745	1
88	5256	1
88	5287	1
88	5343	1
89	148	1
89	1493	1
89	2094	1
89	2541	1
89	2907	1
89	3191	1
89	3264	1
89	3476	1
89	4559	1
90	1493	1
90	1999	1
90	2094	1
90	2619	1
90	2775	1
90	3476	1
90	3560	1
91	1493	1
91	2094	1
91	2100	1
91	2985	1
91	3191	1
91	3507	1
91	3560	1
91	4101	1
91	5256	1
92	1493	1
92	2094	1
92	2606	1
92	2619	1
92	3191	1
92	3264	1
92	3476	1
92	4101	1
92	5440	1
93	114	1
93	1493	1
93	2045	1
93	2055	1
93	2094	1
93	2543	1
93	3264	1
93	3375	1
93	3560	1
93	4101	1
93	5287	1
94	114	1
94	684	1
94	1493	1
94	2094	1
94	3191	1
94	3264	1
94	3476	1
94	3735	1
94	3967	1
95	108	1
95	1609	1
95	2094	1
95	2100	1
95	2619	1
95	3967	1
95	5287	1
96	108	1
96	148	1
96	675	1
96	684	1
96	1493	1
96	1609	1
96	1832	1
96	2094	1
96	3264	1
96	3692	1
96	3967	1
96	4338	1
96	4637	1
96	5287	1
97	148	1
97	1154	1
97	1493	1
97	1562	1
97	2094	1
97	3264	1
97	3476	1
97	3560	1
97	4447	1
98	67	1
98	108	1
98	773	1
98	1390	1
98	2055	1
98	2094	1
98	2619	1
98	3264	1
98	3325	1
98	3665	1
98	4637	1
98	5287	1
99	67	1
99	1279	1
99	1493	1
99	2094	1
99	3375	1
99	3476	1
99	4101	1
99	4447	1
100	1493	1
100	1609	1
100	2076	1
100	2094	1
100	2606	1
100	2775	1
100	2831	1
100	3264	1
100	3476	1
100	3507	1
100	3692	1
100	4101	1
100	4431	1
100	4447	1
100	5256	1
100	5258	1
101	1279	1
101	1493	1
101	2094	1
101	2498	1
101	2896	1
101	2907	1
101	3264	1
101	3605	1
101	3968	1
101	5295	1
102	108	1
102	1609	1
102	2094	1
102	2619	1
102	5287	1
103	108	1
103	2094	1
103	2619	1
103	3967	1
103	4637	1
103	4745	1
103	5256	1
103	5287	1
103	5484	1
104	1493	1
104	2094	1
104	2619	1
104	3264	1
104	3375	1
104	4101	1
104	4447	1
104	5287	1
105	1279	1
105	1467	1
105	1493	1
105	2042	1
105	2055	1
105	2094	1
105	3191	1
105	3264	1
105	3476	1
105	3560	1
105	4431	1
106	1493	1
106	2094	1
106	2606	1
106	3191	1
106	3476	1
106	3605	1
106	4101	1
106	5608	1
107	259	1
107	675	1
107	1279	1
107	1493	1
107	2055	1
107	2094	1
107	2100	1
107	2606	1
107	2896	1
107	3191	1
107	3264	1
107	3476	1
107	3735	1
107	3967	1
107	5256	1
107	5639	1
108	67	1
108	72	1
108	148	1
108	773	1
108	1279	1
108	1373	1
108	1390	1
108	1467	1
108	1493	1
108	1972	1
108	1999	1
108	2045	1
108	2076	1
108	2164	1
108	2396	1
108	2498	1
108	2531	1
108	2541	1
108	2606	1
108	2619	1
108	2851	1
108	2907	1
108	2985	1
108	3191	2
108	3264	1
108	3325	1
108	3474	1
108	3560	1
108	3567	1
108	3605	1
108	3665	1
108	3735	1
108	3741	1
108	3967	1
108	4101	1
108	4447	1
108	4559	1
108	5258	1
108	5287	1
108	5343	1
108	5440	1
108	5459	1
