0	1	1
0	8	1
0	84	1
0	206	1
0	304	1
0	311	1
0	368	1
0	424	1
0	452	1
0	487	1
0	561	1
0	636	1
0	816	1
0	913	1
0	923	1
0	1055	2
0	1184	1
0	1197	1
0	1218	1
0	1339	1
0	1419	1
0	1719	1
0	1823	1
0	1827	1
0	1859	1
0	1886	1
0	1976	1
0	2078	1
0	2120	1
0	2160	1
0	2176	1
0	2272	1
0	2410	1
0	2471	1
0	2537	1
0	2576	1
0	2616	1
0	2798	1
0	2920	1
0	2936	1
0	3005	1
0	3025	1
0	3186	1
0	3210	1
0	3251	1
0	3282	1
0	3305	1
0	3358	1
0	3455	1
0	3461	1
0	3471	1
0	3496	1
0	3504	1
1	32	1
1	178	1
1	224	1
1	227	1
1	311	1
1	424	1
1	487	1
1	585	1
1	586	1
1	616	1
1	644	2
1	671	1
1	684	1
1	816	1
1	878	1
1	964	1
1	1003	1
1	1024	1
1	1043	1
1	1055	1
1	1097	1
1	1113	1
1	1146	1
1	1193	1
1	1197	1
1	1372	1
1	1397	1
1	1399	1
1	1449	1
1	1487	1
1	1490	1
1	1595	1
1	1606	1
1	1676	1
1	1687	1
1	1774	1
1	1784	1
1	1823	1
1	1963	1
1	2078	1
1	2080	1
1	2081	1
1	2212	1
1	2325	1
1	2471	1
1	2474	1
1	2523	1
1	2605	1
1	2759	1
1	2796	1
1	2804	1
1	2818	1
1	2846	1
1	2858	1
1	2927	1
1	2936	1
1	3005	1
1	3185	1
1	3189	1
1	3299	1
1	3401	1
1	3428	1
1	3442	1
2	107	1
2	178	1
2	239	1
2	251	1
2	392	1
2	452	1
2	636	1
2	644	1
2	778	1
2	913	1
2	1097	1
2	1113	1
2	1197	1
2	1234	1
2	1449	1
2	1487	1
2	1530	1
2	1568	1
2	1823	1
2	1963	1
2	1976	1
2	2094	1
2	2120	1
2	2160	1
2	2196	1
2	2212	1
2	2272	1
2	2325	1
2	2523	1
2	2748	1
2	2818	1
2	2858	1
2	2999	1
2	3136	1
2	3139	1
2	3299	1
2	3305	1
2	3353	1
2	3428	1
2	3442	1
2	3457	1
2	3488	1
3	8	1
3	153	1
3	200	1
3	206	1
3	219	1
3	239	1
3	317	1
3	452	1
3	517	1
3	616	1
3	641	1
3	644	1
3	646	1
3	848	1
3	1226	1
3	1309	1
3	1381	1
3	1530	1
3	1719	1
3	1784	1
3	1867	1
3	2065	1
3	2176	1
3	2212	1
3	2237	1
3	2314	1
3	2523	1
3	2612	1
3	2616	1
3	2748	1
3	2759	1
3	3025	1
3	3186	1
3	3251	1
3	3298	1
3	3299	1
3	3348	1
3	3415	1
3	3457	1
3	3461	1
3	3484	1
3	3496	1
4	107	1
4	153	1
4	206	1
4	239	1
4	304	1
4	458	1
4	486	1
4	586	1
4	636	1
4	644	2
4	679	1
4	1053	1
4	1055	1
4	1449	1
4	1530	1
4	1823	1
4	1827	1
4	1976	1
4	2078	1
4	2094	1
4	2183	1
4	2196	1
4	2229	1
4	2297	1
4	2402	1
4	2456	1
4	2699	1
4	2920	1
4	2927	1
4	3005	1
4	3025	1
4	3108	1
4	3136	1
4	3298	1
4	3305	1
4	3340	1
4	3353	1
4	3428	1
4	3457	1
4	3484	1
5	2	1
5	117	1
5	205	1
5	239	1
5	241	1
5	271	1
5	301	1
5	311	1
5	424	1
5	529	1
5	593	1
5	646	1
5	684	1
5	913	1
5	918	1
5	951	1
5	972	1
5	1050	1
5	1256	1
5	1435	1
5	1445	1
5	1515	1
5	1588	1
5	1687	1
5	1784	1
5	1867	1
5	2043	1
5	2196	1
5	2212	1
5	2355	1
5	2404	1
5	2410	1
5	2446	1
5	2704	1
5	2748	1
5	2760	1
5	2846	1
5	2951	1
5	3086	1
5	3154	1
5	3296	1
5	3298	1
5	3305	1
5	3348	1
5	3366	1
5	3401	1
5	3428	1
5	3448	1
5	3457	1
5	3461	1
5	3475	1
6	153	1
6	178	1
6	250	1
6	304	1
6	368	1
6	601	1
6	641	1
6	644	1
6	816	1
6	1055	1
6	1234	1
6	1239	1
6	1399	1
6	1856	1
6	1859	1
6	1886	1
6	1900	1
6	1976	1
6	2094	1
6	2160	1
6	2272	1
6	2410	1
6	2471	1
6	2580	1
6	2798	1
6	2858	1
6	2920	1
6	3005	1
6	3025	1
6	3160	1
6	3299	1
6	3305	1
6	3347	1
6	3442	1
6	3457	1
6	3504	1
7	224	1
7	227	1
7	251	1
7	291	1
7	304	1
7	317	1
7	586	1
7	636	1
7	644	1
7	788	1
7	816	1
7	878	1
7	913	1
7	929	1
7	964	1
7	977	1
7	1055	1
7	1097	1
7	1114	1
7	1146	1
7	1197	2
7	1234	1
7	1378	1
7	1397	1
7	1399	1
7	1487	1
7	1616	1
7	1676	1
7	1856	1
7	1859	1
7	1963	1
7	2078	1
7	2081	1
7	2106	1
7	2325	1
7	2337	1
7	2409	1
7	2580	1
7	2796	1
7	2916	1
7	2967	1
7	2999	1
7	3005	2
7	3268	1
7	3299	1
7	3457	1
7	3484	1
8	304	1
8	392	1
8	414	1
8	424	1
8	452	1
8	575	1
8	585	1
8	615	1
8	636	1
8	644	1
8	810	1
8	816	1
8	1055	1
8	1197	1
8	1823	1
8	1859	1
8	1976	1
8	2078	1
8	2080	1
8	2094	1
8	2120	1
8	2176	1
8	2456	1
8	2580	1
8	2748	1
8	2796	1
8	2798	1
8	2818	1
8	2846	1
8	2858	1
8	2927	1
8	3005	2
8	3108	1
8	3136	1
8	3251	1
8	3290	1
